File Name,Emotion,Gender
03-02-02-02-01-01-21.wav,calm,MALE
03-01-05-01-02-02-23.wav,angry,MALE
03-01-08-02-01-01-23.wav,surprised,MALE
03-01-03-02-02-01-23.wav,happy,MALE
03-01-02-02-01-01-17.wav,calm,MALE
03-02-03-02-02-01-22.wav,happy,FEMALE
03-02-04-02-01-02-14.wav,sad,FEMALE
03-01-01-01-02-02-06.wav,neutral,FEMALE
03-01-06-02-02-02-06.wav,fearful,FEMALE
03-01-08-01-02-01-22.wav,surprised,FEMALE
03-01-04-01-02-01-07.wav,sad,MALE
03-01-08-02-02-02-09.wav,surprised,MALE
03-01-03-02-02-02-03.wav,happy,MALE
03-01-07-02-02-02-06.wav,disgust,FEMALE
03-01-01-01-02-02-10.wav,neutral,FEMALE
03-02-06-02-01-02-06.wav,fearful,FEMALE
03-02-04-02-01-01-10.wav,sad,FEMALE
03-02-06-02-01-02-09.wav,fearful,MALE
03-01-03-02-01-02-01.wav,happy,MALE
03-01-03-01-02-01-01.wav,happy,MALE
03-02-02-01-01-02-13.wav,calm,MALE
03-02-05-02-01-02-13.wav,angry,MALE
03-02-01-01-02-02-12.wav,neutral,FEMALE
03-02-06-02-02-01-10.wav,fearful,FEMALE
03-02-06-02-02-02-22.wav,fearful,FEMALE
03-02-05-02-01-02-16.wav,angry,FEMALE
03-01-08-01-01-02-15.wav,surprised,MALE
03-02-06-01-01-02-09.wav,fearful,MALE
03-01-08-01-01-01-21.wav,surprised,MALE
03-02-03-02-01-01-03.wav,happy,MALE
03-01-05-01-02-01-15.wav,angry,MALE
03-02-02-02-02-01-03.wav,calm,MALE
03-01-07-01-02-01-17.wav,disgust,MALE
03-01-02-01-01-02-21.wav,calm,MALE
03-01-05-02-01-01-16.wav,angry,FEMALE
03-01-06-02-02-01-24.wav,fearful,FEMALE
03-02-06-02-02-02-03.wav,fearful,MALE
03-01-07-01-01-02-02.wav,disgust,FEMALE
03-01-06-02-02-01-15.wav,fearful,MALE
03-02-06-01-02-02-20.wav,fearful,FEMALE
03-01-08-01-01-02-06.wav,surprised,FEMALE
03-01-04-02-01-01-18.wav,sad,FEMALE
03-02-04-02-02-02-07.wav,sad,MALE
03-01-05-02-02-02-20.wav,angry,FEMALE
03-01-01-01-02-01-02.wav,neutral,FEMALE
03-02-06-02-02-02-07.wav,fearful,MALE
03-02-06-01-02-01-22.wav,fearful,FEMALE
03-01-06-02-02-02-18.wav,fearful,FEMALE
03-02-05-02-02-02-24.wav,angry,FEMALE
03-01-06-01-02-01-21.wav,fearful,MALE
03-01-06-01-01-02-04.wav,fearful,FEMALE
03-01-07-01-01-02-14.wav,disgust,FEMALE
03-01-03-01-02-02-24.wav,happy,FEMALE
03-02-04-02-01-02-13.wav,sad,MALE
03-02-03-02-02-01-01.wav,happy,MALE
03-01-02-02-02-01-17.wav,calm,MALE
03-01-05-02-01-02-16.wav,angry,FEMALE
03-02-04-01-01-01-07.wav,sad,MALE
03-01-03-01-02-01-23.wav,happy,MALE
03-02-05-02-02-01-05.wav,angry,MALE
03-01-04-01-01-02-21.wav,sad,MALE
03-01-05-01-01-01-18.wav,angry,FEMALE
03-02-06-01-02-02-04.wav,fearful,FEMALE
03-01-06-01-02-01-03.wav,fearful,MALE
03-01-02-02-02-01-16.wav,calm,FEMALE
03-01-06-01-01-02-20.wav,fearful,FEMALE
03-01-04-02-02-01-16.wav,sad,FEMALE
03-01-02-02-01-01-23.wav,calm,MALE
03-02-03-02-02-01-12.wav,happy,FEMALE
03-01-05-01-01-01-14.wav,angry,FEMALE
03-01-06-02-02-01-02.wav,fearful,FEMALE
03-01-07-02-02-01-16.wav,disgust,FEMALE
03-01-08-02-01-02-12.wav,surprised,FEMALE
03-01-04-01-02-01-02.wav,sad,FEMALE
03-01-08-02-01-01-05.wav,surprised,MALE
03-02-06-02-01-02-20.wav,fearful,FEMALE
03-02-04-02-01-01-08.wav,sad,FEMALE
03-01-07-02-01-02-01.wav,disgust,MALE
03-01-05-02-02-01-04.wav,angry,FEMALE
03-02-06-02-01-01-05.wav,fearful,MALE
03-02-01-01-02-01-15.wav,neutral,MALE
03-01-07-01-01-01-16.wav,disgust,FEMALE
03-01-04-02-01-01-20.wav,sad,FEMALE
03-01-06-02-02-01-11.wav,fearful,MALE
03-02-03-01-01-01-22.wav,happy,FEMALE
03-02-04-02-02-02-12.wav,sad,FEMALE
03-01-01-01-01-02-02.wav,neutral,FEMALE
03-01-07-02-02-01-05.wav,disgust,MALE
03-02-05-01-01-02-11.wav,angry,MALE
03-02-02-01-02-02-14.wav,calm,FEMALE
03-01-04-01-02-02-11.wav,sad,MALE
03-01-02-01-01-02-02.wav,calm,FEMALE
03-01-04-02-02-02-04.wav,sad,FEMALE
03-02-01-01-01-01-11.wav,neutral,MALE
03-01-03-01-01-01-02.wav,happy,FEMALE
03-01-06-01-02-01-20.wav,fearful,FEMALE
03-02-04-02-02-02-24.wav,sad,FEMALE
03-02-05-02-02-01-15.wav,angry,MALE
03-01-07-02-02-02-08.wav,disgust,FEMALE
03-01-06-01-02-02-06.wav,fearful,FEMALE
03-01-06-02-01-02-05.wav,fearful,MALE
03-01-05-02-02-01-03.wav,angry,MALE
03-01-04-02-02-02-07.wav,sad,MALE
03-02-06-02-02-01-19.wav,fearful,MALE
03-01-04-02-02-01-22.wav,sad,FEMALE
03-01-04-02-01-02-11.wav,sad,MALE
03-01-06-01-01-01-13.wav,fearful,MALE
03-01-01-01-02-02-19.wav,neutral,MALE
03-02-04-02-01-01-17.wav,sad,MALE
03-01-06-01-01-02-18.wav,fearful,FEMALE
03-02-05-02-02-02-05.wav,angry,MALE
03-01-07-01-01-01-14.wav,disgust,FEMALE
03-02-03-01-02-02-02.wav,happy,FEMALE
03-01-07-02-02-02-16.wav,disgust,FEMALE
03-01-04-01-02-02-03.wav,sad,MALE
03-01-07-01-02-02-11.wav,disgust,MALE
03-02-06-02-01-02-22.wav,fearful,FEMALE
03-02-05-02-02-02-19.wav,angry,MALE
03-02-01-01-02-02-01.wav,neutral,MALE
03-02-02-02-02-02-07.wav,calm,MALE
03-01-03-01-02-02-16.wav,happy,FEMALE
03-01-04-02-02-02-12.wav,sad,FEMALE
03-01-05-02-02-01-13.wav,angry,MALE
03-01-04-01-01-01-09.wav,sad,MALE
03-01-02-01-01-01-16.wav,calm,FEMALE
03-02-06-01-02-02-21.wav,fearful,MALE
03-01-06-01-02-01-10.wav,fearful,FEMALE
03-02-06-01-02-02-17.wav,fearful,MALE
03-02-04-01-01-01-05.wav,sad,MALE
03-02-04-02-01-01-02.wav,sad,FEMALE
03-01-02-02-02-01-24.wav,calm,FEMALE
03-01-02-01-01-01-22.wav,calm,FEMALE
03-02-03-02-01-02-19.wav,happy,MALE
03-01-08-01-02-02-15.wav,surprised,MALE
03-01-07-01-02-02-24.wav,disgust,FEMALE
03-01-02-02-01-01-21.wav,calm,MALE
03-01-04-01-01-02-04.wav,sad,FEMALE
03-01-06-02-01-02-14.wav,fearful,FEMALE
03-02-04-01-01-02-21.wav,sad,MALE
03-01-04-02-01-02-21.wav,sad,MALE
03-01-01-01-01-01-13.wav,neutral,MALE
03-01-02-02-02-01-05.wav,calm,MALE
03-01-03-02-02-01-13.wav,happy,MALE
03-01-08-02-02-01-15.wav,surprised,MALE
03-01-02-02-01-01-08.wav,calm,FEMALE
03-01-05-01-01-02-01.wav,angry,MALE
03-01-07-02-02-02-19.wav,disgust,MALE
03-02-05-01-01-02-21.wav,angry,MALE
03-01-03-01-01-02-10.wav,happy,FEMALE
03-01-08-01-01-01-05.wav,surprised,MALE
03-01-08-01-02-01-01.wav,surprised,MALE
03-01-02-02-01-01-12.wav,calm,FEMALE
03-02-03-02-02-01-04.wav,happy,FEMALE
03-01-05-02-01-02-19.wav,angry,MALE
03-01-05-01-02-02-08.wav,angry,FEMALE
03-01-02-01-02-02-08.wav,calm,FEMALE
03-02-03-01-02-01-13.wav,happy,MALE
03-01-07-01-02-02-12.wav,disgust,FEMALE
03-01-05-01-01-01-13.wav,angry,MALE
03-01-03-02-01-02-10.wav,happy,FEMALE
03-01-06-01-01-01-14.wav,fearful,FEMALE
03-02-02-02-01-02-17.wav,calm,MALE
03-01-08-01-02-02-22.wav,surprised,FEMALE
03-01-01-01-02-02-24.wav,neutral,FEMALE
03-01-06-02-02-02-15.wav,fearful,MALE
03-02-05-01-02-02-03.wav,angry,MALE
03-02-05-01-01-02-19.wav,angry,MALE
03-01-04-01-01-01-19.wav,sad,MALE
03-01-06-02-02-02-22.wav,fearful,FEMALE
03-01-05-02-02-02-05.wav,angry,MALE
03-01-08-02-02-01-11.wav,surprised,MALE
03-02-04-01-01-01-15.wav,sad,MALE
03-02-06-02-02-01-16.wav,fearful,FEMALE
03-01-06-02-02-02-10.wav,fearful,FEMALE
03-02-05-01-01-01-23.wav,angry,MALE
03-01-03-02-02-01-17.wav,happy,MALE
03-02-06-02-01-01-24.wav,fearful,FEMALE
03-02-06-02-02-02-16.wav,fearful,FEMALE
03-01-08-01-02-01-04.wav,surprised,FEMALE
03-02-01-01-02-01-23.wav,neutral,MALE
03-01-08-01-01-01-13.wav,surprised,MALE
03-02-02-02-01-02-08.wav,calm,FEMALE
03-01-07-01-01-01-21.wav,disgust,MALE
03-01-06-02-01-01-15.wav,fearful,MALE
03-02-05-01-02-02-24.wav,angry,FEMALE
03-02-05-02-02-02-22.wav,angry,FEMALE
03-02-05-01-02-02-13.wav,angry,MALE
03-02-03-02-02-02-16.wav,happy,FEMALE
03-02-05-01-02-01-04.wav,angry,FEMALE
03-02-05-01-02-01-22.wav,angry,FEMALE
03-02-02-01-02-01-23.wav,calm,MALE
03-01-01-01-02-02-09.wav,neutral,MALE
03-02-05-01-01-01-19.wav,angry,MALE
03-02-05-01-01-02-04.wav,angry,FEMALE
03-01-07-02-01-02-06.wav,disgust,FEMALE
03-02-02-02-02-02-16.wav,calm,FEMALE
03-02-02-02-01-01-01.wav,calm,MALE
03-01-06-02-02-01-06.wav,fearful,FEMALE
03-02-05-01-02-02-05.wav,angry,MALE
03-02-01-01-01-01-02.wav,neutral,FEMALE
03-01-05-01-01-02-09.wav,angry,MALE
03-01-07-02-01-01-12.wav,disgust,FEMALE
03-02-01-01-02-02-15.wav,neutral,MALE
03-01-07-01-02-02-02.wav,disgust,FEMALE
03-01-02-01-02-01-08.wav,calm,FEMALE
03-01-04-01-02-02-06.wav,sad,FEMALE
03-01-08-02-01-01-15.wav,surprised,MALE
03-02-03-01-01-02-13.wav,happy,MALE
03-02-04-01-02-02-05.wav,sad,MALE
03-01-08-01-02-01-23.wav,surprised,MALE
03-02-06-02-02-02-06.wav,fearful,FEMALE
03-01-08-02-02-02-14.wav,surprised,FEMALE
03-02-05-02-01-02-20.wav,angry,FEMALE
03-01-07-01-01-01-05.wav,disgust,MALE
03-01-08-02-02-02-04.wav,surprised,FEMALE
03-01-03-02-02-01-09.wav,happy,MALE
03-01-04-02-01-02-19.wav,sad,MALE
03-01-05-02-01-02-22.wav,angry,FEMALE
03-01-07-01-01-02-16.wav,disgust,FEMALE
03-01-05-02-01-01-05.wav,angry,MALE
03-01-03-01-02-01-24.wav,happy,FEMALE
03-01-08-02-01-02-09.wav,surprised,MALE
03-01-06-01-02-01-24.wav,fearful,FEMALE
03-01-02-01-01-02-04.wav,calm,FEMALE
03-01-04-02-02-01-10.wav,sad,FEMALE
03-02-05-02-01-02-07.wav,angry,MALE
03-02-04-02-01-02-21.wav,sad,MALE
03-02-04-02-01-01-12.wav,sad,FEMALE
03-02-02-02-01-01-22.wav,calm,FEMALE
03-02-05-02-01-02-23.wav,angry,MALE
03-01-04-02-02-02-19.wav,sad,MALE
03-02-04-01-02-02-15.wav,sad,MALE
03-01-01-01-01-02-13.wav,neutral,MALE
03-01-03-01-01-02-04.wav,happy,FEMALE
03-01-03-02-01-01-08.wav,happy,FEMALE
03-01-02-01-02-01-17.wav,calm,MALE
03-02-02-02-02-01-21.wav,calm,MALE
03-01-06-02-01-02-06.wav,fearful,FEMALE
03-02-01-01-02-02-02.wav,neutral,FEMALE
03-01-08-02-01-01-20.wav,surprised,FEMALE
03-01-02-01-02-01-22.wav,calm,FEMALE
03-02-03-01-01-01-20.wav,happy,FEMALE
03-02-04-01-02-01-04.wav,sad,FEMALE
03-01-02-02-02-01-14.wav,calm,FEMALE
03-02-01-01-02-02-13.wav,neutral,MALE
03-02-01-01-01-02-01.wav,neutral,MALE
03-01-05-01-01-02-20.wav,angry,FEMALE
03-02-06-02-01-01-20.wav,fearful,FEMALE
03-01-03-01-02-01-20.wav,happy,FEMALE
03-01-07-02-01-01-18.wav,disgust,FEMALE
03-01-05-01-02-01-05.wav,angry,MALE
03-02-05-02-01-01-08.wav,angry,FEMALE
03-01-08-01-02-02-06.wav,surprised,FEMALE
03-01-05-01-02-02-21.wav,angry,MALE
03-01-03-01-01-02-24.wav,happy,FEMALE
03-01-02-01-01-01-01.wav,calm,MALE
03-01-05-01-01-02-02.wav,angry,FEMALE
03-02-02-02-01-01-05.wav,calm,MALE
03-01-03-01-02-02-19.wav,happy,MALE
03-01-08-01-01-01-11.wav,surprised,MALE
03-01-08-02-02-01-06.wav,surprised,FEMALE
03-01-01-01-02-02-12.wav,neutral,FEMALE
03-01-03-01-01-02-02.wav,happy,FEMALE
03-01-04-01-01-02-15.wav,sad,MALE
03-01-05-01-02-01-11.wav,angry,MALE
03-01-07-01-01-01-08.wav,disgust,FEMALE
03-01-01-01-02-02-15.wav,neutral,MALE
03-02-06-01-01-01-03.wav,fearful,MALE
03-02-01-01-01-02-24.wav,neutral,FEMALE
03-02-06-01-01-02-17.wav,fearful,MALE
03-02-03-01-02-01-22.wav,happy,FEMALE
03-02-04-02-02-02-01.wav,sad,MALE
03-02-06-01-01-02-20.wav,fearful,FEMALE
03-01-04-02-01-02-13.wav,sad,MALE
03-02-06-01-02-01-05.wav,fearful,MALE
03-01-08-02-01-02-17.wav,surprised,MALE
03-01-05-01-01-02-22.wav,angry,FEMALE
03-01-05-01-01-02-05.wav,angry,MALE
03-01-02-02-02-02-19.wav,calm,MALE
03-02-04-01-01-01-03.wav,sad,MALE
03-01-02-02-02-01-13.wav,calm,MALE
03-01-08-02-01-01-22.wav,surprised,FEMALE
03-01-04-01-01-02-01.wav,sad,MALE
03-01-01-01-01-02-24.wav,neutral,FEMALE
03-01-08-02-01-02-21.wav,surprised,MALE
03-02-04-01-01-01-12.wav,sad,FEMALE
03-02-02-02-02-01-16.wav,calm,FEMALE
03-01-07-01-01-01-04.wav,disgust,FEMALE
03-02-02-01-02-02-16.wav,calm,FEMALE
03-01-02-02-01-02-07.wav,calm,MALE
03-01-07-02-01-01-23.wav,disgust,MALE
03-01-06-01-01-01-05.wav,fearful,MALE
03-02-05-01-01-02-06.wav,angry,FEMALE
03-02-05-01-02-01-19.wav,angry,MALE
03-02-02-01-02-02-10.wav,calm,FEMALE
03-01-07-02-01-02-07.wav,disgust,MALE
03-01-02-01-02-02-13.wav,calm,MALE
03-02-04-02-02-01-17.wav,sad,MALE
03-02-02-01-01-01-21.wav,calm,MALE
03-01-01-01-01-02-06.wav,neutral,FEMALE
03-02-01-01-01-01-13.wav,neutral,MALE
03-02-05-01-02-01-01.wav,angry,MALE
03-01-08-02-02-01-23.wav,surprised,MALE
03-02-02-01-01-02-16.wav,calm,FEMALE
03-02-01-01-01-01-21.wav,neutral,MALE
03-02-03-02-02-01-06.wav,happy,FEMALE
03-01-02-02-01-01-15.wav,calm,MALE
03-01-08-01-01-02-18.wav,surprised,FEMALE
03-02-03-02-01-01-07.wav,happy,MALE
03-01-06-01-02-01-04.wav,fearful,FEMALE
03-01-01-01-02-01-22.wav,neutral,FEMALE
03-01-02-01-01-02-11.wav,calm,MALE
03-01-08-01-02-02-11.wav,surprised,MALE
03-02-03-01-02-01-23.wav,happy,MALE
03-01-07-01-01-01-19.wav,disgust,MALE
03-01-02-02-01-02-06.wav,calm,FEMALE
03-02-04-02-02-01-06.wav,sad,FEMALE
03-01-08-01-01-02-04.wav,surprised,FEMALE
03-01-06-02-02-01-09.wav,fearful,MALE
03-01-04-02-02-02-06.wav,sad,FEMALE
03-01-06-02-01-02-02.wav,fearful,FEMALE
03-02-06-01-01-02-14.wav,fearful,FEMALE
03-02-05-02-02-02-21.wav,angry,MALE
03-02-03-02-01-01-04.wav,happy,FEMALE
03-01-04-02-01-01-01.wav,sad,MALE
03-01-08-02-02-02-11.wav,surprised,MALE
03-01-08-02-02-01-02.wav,surprised,FEMALE
03-02-05-01-02-02-08.wav,angry,FEMALE
03-01-03-02-02-01-04.wav,happy,FEMALE
03-01-08-02-02-01-16.wav,surprised,FEMALE
03-02-02-02-02-01-07.wav,calm,MALE
03-01-08-02-01-01-07.wav,surprised,MALE
03-01-01-01-01-02-04.wav,neutral,FEMALE
03-02-05-01-02-02-20.wav,angry,FEMALE
03-01-08-01-02-02-07.wav,surprised,MALE
03-01-06-01-02-01-22.wav,fearful,FEMALE
03-02-02-01-02-02-12.wav,calm,FEMALE
03-01-04-01-01-02-09.wav,sad,MALE
03-01-06-02-02-02-11.wav,fearful,MALE
03-01-04-02-01-01-03.wav,sad,MALE
03-02-03-02-02-02-06.wav,happy,FEMALE
03-02-06-02-01-01-06.wav,fearful,FEMALE
03-01-01-01-01-01-07.wav,neutral,MALE
03-01-07-02-02-02-13.wav,disgust,MALE
03-01-02-02-01-01-11.wav,calm,MALE
03-01-05-01-01-02-17.wav,angry,MALE
03-02-05-01-02-02-01.wav,angry,MALE
03-01-05-01-01-02-12.wav,angry,FEMALE
03-02-04-01-01-01-11.wav,sad,MALE
03-01-08-02-01-01-21.wav,surprised,MALE
03-01-07-01-01-02-17.wav,disgust,MALE
03-01-04-01-01-01-05.wav,sad,MALE
03-01-06-02-01-01-02.wav,fearful,FEMALE
03-02-02-02-01-01-03.wav,calm,MALE
03-01-08-02-02-02-20.wav,surprised,FEMALE
03-02-03-01-01-02-06.wav,happy,FEMALE
03-01-08-01-02-02-04.wav,surprised,FEMALE
03-02-01-01-02-02-23.wav,neutral,MALE
03-01-02-01-02-02-09.wav,calm,MALE
03-02-04-01-02-01-14.wav,sad,FEMALE
03-02-04-01-01-02-09.wav,sad,MALE
03-01-06-01-02-02-02.wav,fearful,FEMALE
03-01-05-02-02-02-23.wav,angry,MALE
03-02-06-01-01-01-23.wav,fearful,MALE
03-02-05-01-01-02-10.wav,angry,FEMALE
03-02-02-01-01-02-11.wav,calm,MALE
03-01-05-02-01-02-24.wav,angry,FEMALE
03-01-06-02-02-01-19.wav,fearful,MALE
03-01-02-02-02-02-10.wav,calm,FEMALE
03-01-01-01-01-02-09.wav,neutral,MALE
03-02-03-01-02-01-21.wav,happy,MALE
03-01-01-01-01-01-17.wav,neutral,MALE
03-01-07-01-02-01-08.wav,disgust,FEMALE
03-02-04-01-02-01-11.wav,sad,MALE
03-02-06-02-02-02-08.wav,fearful,FEMALE
03-01-03-02-02-02-20.wav,happy,FEMALE
03-02-04-02-02-02-20.wav,sad,FEMALE
03-01-03-01-01-02-21.wav,happy,MALE
03-01-03-02-02-02-13.wav,happy,MALE
03-02-06-02-02-01-12.wav,fearful,FEMALE
03-02-04-01-01-02-07.wav,sad,MALE
03-01-03-02-02-02-22.wav,happy,FEMALE
03-01-05-01-02-01-24.wav,angry,FEMALE
03-01-07-01-02-02-20.wav,disgust,FEMALE
03-01-05-01-02-02-03.wav,angry,MALE
03-02-01-01-01-02-17.wav,neutral,MALE
03-01-06-01-01-01-20.wav,fearful,FEMALE
03-01-04-01-01-02-13.wav,sad,MALE
03-02-05-02-01-01-11.wav,angry,MALE
03-02-04-02-01-02-10.wav,sad,FEMALE
03-01-08-02-02-02-12.wav,surprised,FEMALE
03-02-04-01-01-01-23.wav,sad,MALE
03-02-02-01-02-01-06.wav,calm,FEMALE
03-02-03-02-01-01-23.wav,happy,MALE
03-01-06-02-01-02-24.wav,fearful,FEMALE
03-01-03-02-01-02-19.wav,happy,MALE
03-01-02-01-02-01-02.wav,calm,FEMALE
03-01-04-02-01-02-09.wav,sad,MALE
03-02-01-01-02-02-09.wav,neutral,MALE
03-02-06-02-01-02-11.wav,fearful,MALE
03-02-03-02-02-01-07.wav,happy,MALE
03-01-05-02-01-02-18.wav,angry,FEMALE
03-02-01-01-01-02-21.wav,neutral,MALE
03-01-04-02-02-02-02.wav,sad,FEMALE
03-02-06-01-01-02-13.wav,fearful,MALE
03-01-03-02-01-01-18.wav,happy,FEMALE
03-01-08-01-02-02-03.wav,surprised,MALE
03-01-03-01-02-01-12.wav,happy,FEMALE
03-02-03-02-02-01-11.wav,happy,MALE
03-01-02-01-01-02-07.wav,calm,MALE
03-01-06-01-02-01-11.wav,fearful,MALE
03-02-04-01-02-02-10.wav,sad,FEMALE
03-01-05-02-02-02-18.wav,angry,FEMALE
03-01-04-01-02-01-12.wav,sad,FEMALE
03-01-03-02-01-02-02.wav,happy,FEMALE
03-01-02-02-02-01-21.wav,calm,MALE
03-01-04-02-02-01-17.wav,sad,MALE
03-02-06-02-01-02-23.wav,fearful,MALE
